CycPeptMPDB_ID,Source,Year,Original_Name_in_Source_Literature,Structurally_Unique_ID,SMILES,Monomer_Length,Molecule_Shape,PAMPA,Caco2,MDCK,RRCK,MolLogP,Normalized_PAMPA,Binary,Soft_Label,Pred_10
685,2013_CHUGAI,2013,DP-720,685,CC(C)C[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)NC(=O)C[C@@H](C(=O)N2CCCCC2)NC1=O,8,Lariat,-4.8,,,,0.8259,0.6,1,1.0,0.5203896
686,2013_CHUGAI,2013,DP-721,686,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N[C@H](C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1C,8,Lariat,-4.31,,,,1.9467,0.845,1,1.0,0.524986
687,2013_CHUGAI,2013,DP-722,687,CC(C)C[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@H](CC(C)C)N(C)C1=O,8,Lariat,-4.35,,,,2.9729,0.825,1,1.0,0.529066
688,2013_CHUGAI,2013,DP-723,688,CC(C)C[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)NC(=O)C[C@@H](C(=O)N2CCCCC2)NC1=O,8,Lariat,-4.59,,,,1.216,0.705,1,1.0,0.51702994
689,2013_CHUGAI,2013,DP-724,689,CC(C)C[C@H]1C(=O)N[C@@H](COC(C)(C)C)C(=O)N(C)CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N1C,8,Lariat,-4.7,,,,0.5949,0.65,1,1.0,0.5216125
690,2013_CHUGAI,2013,DP-725,690,CC(C)C[C@H]1C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](COC(C)(C)C)C(=O)N1C,8,Lariat,-4.46,,,,1.5191,0.77,1,1.0,0.51332015
691,2013_CHUGAI,2013,DP-726,691,CC(C)C[C@@H]1NC(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]([C@@H](C)O)NC(=O)CN(C)C1=O,8,Lariat,-4.77,,,,1.0194,0.615,1,1.0,0.5296698
692,2013_CHUGAI,2013,DP-727,692,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@H]([C@@H](C)O)NC(=O)CN(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C1=O,8,Lariat,-4.8,,,,0.6293,0.6,1,1.0,0.5253122
703,2013_CHUGAI,2013,DP-738,703,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@H](C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)N(C)C1=O,8,Lariat,-4.66,,,,1.9467,0.67,1,1.0,0.52111614
704,2013_CHUGAI,2013,DP-739,704,CC(C)C[C@H]1C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N[C@H](C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1C,8,Lariat,-4.74,,,,0.9205,0.63,1,1.0,0.52597696
705,2013_CHUGAI,2013,DP-740,705,CC(C)C[C@H]1C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1C,8,Lariat,-4.51,,,,1.9467,0.745,1,1.0,0.52307504
706,2013_CHUGAI,2013,DP-741,706,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C)NC(=O)C[C@@H](C(=O)N2CCCCC2)NC1=O,8,Lariat,-5.0,,,,0.5783,0.5,1,1.0,0.51995313
707,2013_CHUGAI,2013,DP-742,707,CC(C)C[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)CN(C)C(=O)[C@@H](C)NC(=O)C[C@@H](C(=O)N2CCCCC2)NC1=O,8,Lariat,-4.82,,,,0.1898,0.59,1,1.0,0.5257495
708,2013_CHUGAI,2013,DP-743,708,CC(C)C[C@H]1C(=O)N[C@@H](COC(C)(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)CC(=O)N[C@@H]([C@@H](C)O)C(=O)N1C,8,Lariat,-4.8,,,,1.3272,0.6,1,1.0,0.51616746
709,2013_CHUGAI,2013,DP-744,709,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)N(C)C(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@H](Cc2ccccc2)N(C)C1=O,8,Lariat,-4.92,,,,0.532,0.54,1,1.0,0.53328115
710,2013_CHUGAI,2013,DP-745,710,CC(C)C[C@@H]1NC(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)N(C)C1=O,8,Lariat,-4.77,,,,0.532,0.615,1,1.0,0.521504
711,2013_CHUGAI,2013,DP-746,711,CC(C)C[C@H]1C(=O)N[C@@H](COC(C)(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)CCC(=O)N[C@@H]([C@@H](C)O)C(=O)N1C,8,Lariat,-4.33,,,,1.7173,0.835,1,1.0,0.505788
712,2013_CHUGAI,2013,DP-747,712,CC(C)C[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](COC(C)(C)C)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)CCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,8,Lariat,-4.7,,,,1.7173,0.65,1,1.0,0.52375394
713,2013_CHUGAI,2013,DP-748,713,CC(C)C[C@H]1C(=O)N[C@@H](COC(C)(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N[C@@H](C(C)C)C(=O)N1C,8,Lariat,-4.35,,,,2.0096,0.825,1,1.0,0.52300394
714,2013_CHUGAI,2013,DP-749,714,CC(C)C[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@@H](COC(C)(C)C)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N[C@@H](C(C)C)C(=O)N(C)CC(=O)N1C,8,Lariat,-4.77,,,,0.5949,0.615,1,1.0,0.51640344
715,2013_CHUGAI,2013,DP-750,715,CC(C)C[C@H]1C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)CCC(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)CC(=O)N[C@@H](COC(C)(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N1C,8,Lariat,-4.89,,,,0.3026,0.555,1,1.0,0.53002095
716,2013_CHUGAI,2013,DP-751,716,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H]([C@@H](C)O)NC(=O)CN(C)C(=O)[C@H](C)NC(=O)C[C@@H](C(=O)N2CCCCC2)NC1=O,8,Lariat,-4.74,,,,0.3864,0.63,1,1.0,0.5251965
759,2013_CHUGAI,2013,DP-794,759,CC(C)C[C@H]1C(=O)NCC(=O)N[C@@H](C)CC(=O)N(C)CCC(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](COC(C)(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N1C,8,Circle,-5.43,,,,-0.1853,0.285,1,1.0,0.5285491
760,2013_CHUGAI,2013,DP-795,760,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)CC(=O)N(C)CCCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)CC(=O)N[C@@H](COC(C)(C)C)C(=O)N1C,8,Circle,-4.72,,,,1.5732,0.64,1,1.0,0.5205623
761,2013_CHUGAI,2013,DP-796,761,CC(C)C[C@H]1C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)CC(=O)N[C@H](C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1C,8,Circle,-4.7,,,,0.9231,0.65,1,1.0,0.5274325
762,2013_CHUGAI,2013,DP-797,762,CC(C)C[C@H]1C(=O)N[C@@H](C)CC(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)CC(=O)N[C@@H](COC(C)(C)C)C(=O)N1C,8,Circle,-4.59,,,,1.1815,0.705,1,1.0,0.5177466
763,2013_CHUGAI,2013,DP-798,763,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)C[C@H](C)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)N(C)C1=O,8,Circle,-4.16,,,,3.3207,0.92,1,1.0,0.52006453
790,2013_CHUGAI,2013,DP-825,790,CC(C)C[C@@H]1NC(=O)[C@@H](C(C)C)NC(=O)C[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccc(C(F)(F)F)cc2)NC(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)O)NC1=O,8,Circle,-4.41,,,,2.7715,0.795,1,1.0,0.51342046
791,2013_CHUGAI,2013,DP-826,791,CC[C@H](C)[C@H]1C(=O)N[C@@H](C)CC(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)CC(=O)N[C@@H](COC(C)(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,8,Circle,-4.52,,,,0.9849,0.74,1,1.0,0.52903414
809,2013_CHUGAI,2013,DP-844,809,CC(C)C[C@H]1C(=O)N[C@H](C(=O)N2CCCCC2)Cc2cccc(c2)CCCCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)NCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,8,Lariat,-4.96,,,,6.3277,0.52,1,1.0,0.5099972
1864,2017_Pye,2017,cpd.8.1,1864,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,8,Circle,-7.48,,,-7.0,6.0049,-0.74,0,0.0,0.5230904
1865,2017_Pye,2017,cpd.8.2,1865,CC(C)C[C@H]1C(=O)N(C)[C@H](C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,8,Circle,-4.72,,,-5.56,3.9525,0.64,1,1.0,0.5305365
1866,2017_Pye,2017,cpd.8.3,1866,CC(C)C[C@H]1C(=O)N(C)[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](C)C(=O)N1C,8,Circle,-6.0,,,-6.42,1.9001,0.0,0,0.5,0.5269739
1867,2017_Pye,2017,cpd.8.4,1867,C[C@H]1C(=O)N(C)[C@H](C)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](C)C(=O)N1C,8,Circle,-7.64,,,-6.18,-0.1523,-0.82,0,0.0,0.52590096
1868,2017_Pye,2017,cpd.8.5,1868,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,8,Circle,-5.1,,,-4.99,3.9525,0.45,1,1.0,0.5047272
1869,2017_Pye,2017,cpd.8.6,1869,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N(C)[C@H](C)C(=O)N1C,8,Circle,-5.4,,,-5.35,3.9525,0.3,1,1.0,0.5209641
1870,2017_Pye,2017,cpd.8.7,1870,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,8,Circle,-5.22,,,-5.14,3.9525,0.39,1,1.0,0.5250125
1871,2017_Pye,2017,cpd.8.8,1871,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](C)C(=O)N1C,8,Circle,-4.96,,,-5.05,3.9525,0.52,1,1.0,0.5136491
1872,2017_Pye,2017,cpd.8.9,1872,CC(C)C[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N1C,8,Circle,-4.72,,,-4.9,3.9525,0.64,1,1.0,0.5191
1873,2017_Pye,2017,cpd.8.10,1873,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N1C,8,Circle,-4.62,,,-5.01,3.9525,0.69,1,1.0,0.52204406
1874,2017_Pye,2017,cpd.8.11,1874,CCCC[C@@H]1C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](CC)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](C)C(=O)N1C,8,Circle,-6.62,,,-6.66,1.4081,-0.31,0,0.0,0.5348426
1875,2017_Pye,2017,cpd.8.12,1875,CCCC[C@H]1C(=O)N(C)[C@H](CC)C(=O)N(C)[C@H](CCCC)C(=O)N(C)[C@@H](CCCC)C(=O)N(C)[C@H](C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](CC)C(=O)N1C,8,Circle,-5.48,,,-5.4,4.1388,0.26,1,1.0,0.510959
1876,2017_Pye,2017,cpd.8.13,1876,CCC[C@H]1C(=O)N(C)[C@H](CCC)C(=O)N(C)[C@H](CCC)C(=O)N(C)[C@@H](CCC)C(=O)N(C)[C@H](CCC)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](CC)C(=O)N1C,8,Circle,-5.4,,,-5.14,4.1388,0.3,1,1.0,0.51894516
1877,2017_Pye,2017,cpd.8.14,1877,CCCC[C@H]1C(=O)N(C)[C@H](CCCC)C(=O)N(C)[C@H](CCCC)C(=O)N(C)[C@@H](CCCC)C(=O)N(C)[C@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](CC)C(=O)N1C,8,Circle,-8.0,,,-7.0,6.0893,-1.0,0,0.0,0.5121936
2376,2018_Ramalho,2018,ribifolin (1),2376,CC[C@H](C)[C@@H]1NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(C)C)NC1=O,8,Circle,-10.0,-10.0,,,-0.636,-1.0,0,0.0,0.527347
2377,2018_Ramalho,2018,[NMe-ILG]-ribifolin (3),2377,CC[C@H](C)[C@@H]1NC(=O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@H](CO)NC(=O)CN(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)CNC(=O)[C@H](CC(C)C)NC1=O,8,Circle,-6.66,-10.0,,,0.3906,-0.33,0,0.0,0.52025545
2378,2018_Ramalho,2018,[NMe-G]-ribifolin(4),2378,CC[C@H](C)[C@@H]1NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CO)NC(=O)CN(C)C(=O)[C@H](CC(C)C)NC1=O,8,Circle,-10.0,-10.0,,,-0.2938,-1.0,0,0.0,0.5251081
